"Sample.name"	"Sample.GMme2"	"Sex"	"Biosample.ID"	"Population.code"	"Population.name"	"Superpopulation.code"	"Superpopulation.name"	"Population.elastic.ID"	"Data.collections"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
"HG03098"	"HG03098"	"male"	"SAME1840136"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes 30x on GRCh38"	"HG03098"	0.0490031	0.0639232	-0.00223479	-0.00422052	-0.049023	0.0540503	0.0951249	0.0729259	0.0119241	0.00411301
"HG03100"	"HG03100"	"male"	"SAME1840003"	"ESN"	"Esan,Esan"	"AFR"	"African Ancestry,Africa (SGDP)"	"ESN,EsanSGDP"	"1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03100"	0.0492502	-0.034599	0.0151938	0.086597	0.0450299	0.144973	-0.127515	0.0434773	-0.0740335	-0.0893954
"HG03105"	"HG03105"	"female"	"SAME1840041"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03105"	0.0507521	-0.00154949	-0.0037859	0.0623896	-0.0967198	-0.136224	0.00294287	-0.016037	0.0237446	-0.0401411
"HG03111"	"HG03111"	"female"	"SAME1839884"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03111"	0.0504521	-0.0266035	0.02616	0.0677785	-0.0249254	-0.0423327	-0.00671519	0.0215613	0.027462	0.06948
"HG03116"	"HG03116"	"female"	"SAME1839816"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38"	"HG03116"	0.0498624	-0.0288203	-0.00292511	0.0827879	0.0761659	-0.00846007	-0.0535946	0.0849363	0.0737734	0.020676
"HG03117"	"HG03117"	"female"	"SAME1839821"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03117"	0.0498144	-0.0308336	0.0109213	0.0928128	0.104644	0.0443561	0.0332695	0.0633893	-0.00290864	0.0537976
"HG03120"	"HG03120"	"male"	"SAME1839557"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03120"	0.0487066	-0.020997	0.014505	0.0964054	0.0347262	0.0604097	-0.0517428	0.034969	0.0264615	-0.0461955
"HG03128"	"HG03128"	"male"	"SAME1839692"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38"	"HG03128"	0.0496534	-0.0145167	-7.01774e-06	0.0591883	0.0021253	-0.0496948	0.0276185	-0.0469817	0.0165033	0.0542355
"HG03134"	"HG03134"	"male"	"SAME1839380"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38"	"HG03134"	0.0509075	-0.00401257	-0.00824119	0.0946433	-0.0489315	-0.14243	-0.0147095	-0.0543868	-0.0550662	-0.0352945
"HG03137"	"HG03137"	"male"	"SAME1839390"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38"	"HG03137"	0.0495074	-0.0335414	0.0142045	0.0791276	0.0128538	0.0444369	-0.0139026	-0.0304754	0.0292461	0.00866201
"HG03159"	"HG03159"	"female"	"SAME1839092"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03159"	0.0501635	-0.0328307	0.00942762	0.0510952	0.0298159	0.126767	-0.137741	-0.0210389	-0.078654	-0.0277445
"HG03168"	"HG03168"	"female"	"SAME1839143"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03168"	0.0482722	-0.0355013	0.0126754	0.0812808	0.0804242	0.0573792	0.00473185	-0.0907871	0.106848	0.00120703
"HG03189"	"HG03189"	"female"	"SAME1840226"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03189"	0.0482783	-0.0158368	0.00231609	0.0805717	0.0690029	0.0748997	0.0849035	-0.0149733	-0.0781782	-0.159823
"HG03199"	"HG03199"	"male"	"SAME1839937"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03199"	0.0484105	-0.0113607	0.00961098	0.115449	0.00968648	-0.0115344	-0.0599634	0.0557062	0.0197676	-0.053317
"HG03209"	"HG03209"	"male"	"SAME1839551"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03209"	0.0505816	0.0387491	-0.0125032	0.00476907	-0.148551	0.0636867	-0.0857485	-0.0668576	0.0740112	-0.0542425
"HG03212"	"HG03212"	"female"	"SAME1839399"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03212"	0.0510386	0.0356519	-0.00174874	0.0103915	-0.107825	0.0122669	0.0295387	-0.165718	-0.0165966	-0.075001
"HG03248"	"HG03248"	"male"	"SAME1839180"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG03248"	0.0464691	0.0897636	-0.0253557	-0.0936498	0.109775	0.00437604	-0.071511	0.0828539	-0.00976119	-0.121961
"HG03265"	"HG03265"	"male"	"SAME1840167"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03265"	0.0475657	-0.0175633	-0.0082347	0.0989727	0.0896563	-0.0648383	0.033305	-0.0808757	-0.031941	-0.0101484
"HG03270"	"HG03270"	"female"	"SAME1840194"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03270"	0.0499693	-0.0254833	0.01646	0.0819442	0.0270593	-0.0790273	0.0560999	-0.0712085	0.0831955	0.0233027
"HG03294"	"HG03294"	"female"	"SAME1839877"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03294"	0.0500251	-0.0368815	0.00807368	0.113873	-0.0270893	0.0143538	-0.0718647	-0.0216356	0.0258644	-0.0174527
"HG03302"	"HG03302"	"male"	"SAME1839479"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38"	"HG03302"	0.0499763	-0.0322871	0.0080533	0.0985225	0.0103416	-0.159767	0.0389765	-0.0640802	-0.0379695	-0.0688245
"HG03305"	"HG03305"	"female"	"SAME1839497"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38"	"HG03305"	0.0507845	-0.0084612	0.00634604	0.0688622	0.0645492	-0.0217175	0.0703009	0.0254282	-0.0186905	-0.133039
"HG03311"	"HG03311"	"male"	"SAME1839206"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03311"	0.0490213	-0.0325864	0.00842855	0.080952	0.0547555	-0.00824292	0.0210272	-0.0224889	-0.0855202	0.0517723
"HG03343"	"HG03343"	"male"	"SAME1840354"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03343"	0.0498638	-0.0344062	0.00530243	0.0671553	0.0639858	-0.000958645	0.0491667	0.0532404	-0.0823349	0.0244301
"HG03351"	"HG03351"	"female"	"SAME1840231"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03351"	0.0491837	-0.0294659	0.00466708	0.0500202	0.0433424	0.0177042	-0.0802887	0.103609	0.0867347	0.112416
"HG03354"	"HG03354"	"female"	"SAME1840249"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03354"	0.0506198	-0.0260201	-3.80068e-05	0.0932709	-0.102228	-0.168653	-0.0163293	-0.114161	-0.03514	-0.0819051
"HG03363"	"HG03363"	"female"	"SAME1839957"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03363"	0.0509413	-0.00729219	0.00260138	0.135537	0.0277039	-0.144707	0.0364804	0.0183458	-0.150785	0.0701909
"HG03368"	"HG03368"	"male"	"SAME1840074"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38"	"HG03368"	0.0488924	-0.0379773	0.0194552	0.0892722	-0.0316442	0.0759524	0.114489	0.093686	0.0841149	-0.0947353
"HG03371"	"HG03371"	"male"	"SAME1839712"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium 2"	"HG03371"	0.0499767	-0.0397878	0.00259726	0.0746856	0.0974256	-0.00805779	0.0772492	-0.125544	-0.0192096	0.0174629
"HG03374"	"HG03374"	"female"	"SAME1839730"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes 30x on GRCh38"	"HG03374"	0.0483938	-0.0436901	0.0164891	0.0991018	-0.00154469	-0.0498107	0.0193173	0.0760771	0.0519046	-0.0694792
"HG03376"	"HG03376"	"male"	"SAME1839736"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03376"	0.0484007	0.0712678	-0.00541217	-0.0200637	-0.0569993	0.0727058	0.00456167	0.0365569	0.0712899	0.00403197
"HG03380"	"HG03380"	"female"	"SAME1839569"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03380"	0.0516509	0.052335	0.00799678	-0.0159596	-0.0982319	0.0163881	-0.0781557	0.0257316	-0.0350348	0.0180908
"HG03401"	"HG03401"	"female"	"SAME1839299"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03401"	0.0494625	0.0589637	-0.0127077	-0.0116563	-0.0608567	-0.0275117	0.05681	0.0180415	0.0578412	-0.0945685
"HG03410"	"HG03410"	"female"	"SAME1839182"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03410"	0.0497658	0.0460207	-0.00632606	-0.00626742	-0.102985	0.0905638	0.136405	-0.0258351	0.135627	-0.0147082
"HG03419"	"HG03419"	"female"	"SAME1839130"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03419"	0.0498573	0.0386369	-0.0181109	-0.0143596	-0.0916303	0.129744	0.0679148	-0.0432325	0.00342819	0.100644
"HG03428"	"HG03428"	"female"	"SAME1840409"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03428"	0.0474034	0.055071	-0.0196423	-0.0307313	0.029277	0.0795119	0.023616	-0.131794	-0.0427045	0.0412016
"HG03432"	"HG03432"	"male"	"SAME1840107"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03432"	0.0485243	0.0529737	-0.00054967	-0.0330464	-0.0121132	0.0806965	0.0544613	0.0295377	-0.000165749	-0.0911542
"HG03433"	"HG03433"	"male"	"SAME1840110"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03433"	0.0503797	0.0373272	-0.0132023	-0.0106345	-0.15419	0.0453105	-0.0289801	0.010427	-0.0515438	0.0745745
"HG03437"	"HG03437"	"female"	"SAME1840123"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03437"	0.0463618	0.074701	-0.0224653	-0.0323844	0.000824364	0.035631	-0.0626614	-0.00169211	0.0420574	0.0119914
"HG03439"	"HG03439"	"male"	"SAME1840213"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03439"	0.0508881	0.0393689	-0.00119959	-0.0151142	0.010317	0.163394	-0.0506673	-0.0525107	0.0366923	-0.0268812
"HG03445"	"HG03445"	"male"	"SAME1839996"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03445"	0.0502296	0.0464144	-0.0129999	-0.00515189	-0.0532614	0.00208251	-0.0226664	-0.102695	-0.0908485	0.0535296
"HG03446"	"HG03446"	"female"	"SAME1839911"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03446"	0.0517253	0.0537131	-0.00622021	-0.00724608	-0.167854	-0.0730507	-0.0648265	-0.0528496	0.125917	-0.0261324
"HG03458"	"HG03458"	"female"	"SAME1839786"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03458"	0.0494752	0.0469146	-0.00660664	-0.0110865	-0.0717533	0.19779	-0.00429461	-0.0314481	-0.101263	-0.0842895
"HG03461"	"HG03461"	"female"	"SAME1839808"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03461"	0.0492058	0.0502411	-0.00491408	-0.0197442	-0.137325	0.0371533	0.0372391	-0.0452325	-0.0722176	0.0216343
"HG03469"	"HG03469"	"male"	"SAME1839850"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03469"	0.0502558	0.0492421	-0.0124897	-0.00534741	-0.140433	-0.0785601	-0.05259	-0.0522746	-0.0823655	0.00705522
"HG03470"	"HG03470"	"female"	"SAME1839670"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03470"	0.0490914	0.0556605	-0.0076701	0.00514243	-0.151691	-0.0576485	-0.114	0.100369	-0.00471709	-0.0517698
"HG03472"	"HG03472"	"male"	"SAME1839678"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03472"	0.0486908	0.0358515	-0.00417633	-0.0315864	0.0122486	-0.0357797	0.122841	0.0213243	0.0062523	0.0378314
"HG03486"	"HG03486"	"female"	"SAME1839474"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium 2,1000 Genomes phase 3 release"	"HG03486"	0.0495609	0.049574	-0.0092678	-0.00550176	-0.102332	-0.00764849	-0.0527525	-0.00890546	-0.0847553	0.015435
"HG03499"	"HG03499"	"female"	"SAME1839219"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03499"	0.0510178	-0.0116371	-0.00457493	0.111643	-0.036194	0.034686	-0.0706639	0.0592385	-0.0103309	0.0522928
"HG03515"	"HG03515"	"male"	"SAME1840154"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03515"	0.0505369	-0.0219738	0.012602	0.0836472	0.0612929	0.0166358	0.165463	0.0134686	-0.0338049	-0.00732705
"HG03517"	"HG03517"	"female"	"SAME1840163"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03517"	0.0509213	-0.0167585	0.00988573	0.111993	-0.0323743	0.0164369	-0.149476	0.0761405	-0.0277413	-0.0375845
"HG03521"	"HG03521"	"male"	"SAME1840190"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03521"	0.0496964	-0.0028823	0.00728074	0.0597322	0.00354313	-0.0342135	0.092002	0.0183098	-0.0308837	-0.04033
"HG03538"	"HG03538"	"male"	"SAME1840007"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03538"	0.0487398	0.0910417	-0.021204	-0.0579052	0.0437976	-0.0339913	0.0405346	-0.0633108	-0.0435896	0.00773056
"HG03548"	"HG03548"	"female"	"SAME1839883"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03548"	0.0529005	0.0640477	-0.0222116	0.00727247	-0.129536	0.134852	-0.0222983	0.0323573	-0.10408	-0.0163009
"HG03559"	"HG03559"	"male"	"SAME1839654"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03559"	0.0489836	0.0574042	0.000136795	-0.0175128	-0.0442081	0.0445824	0.0368095	0.0185868	0.0706151	-0.0651816
"HG03563"	"HG03563"	"female"	"SAME1839421"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03563"	0.0498969	0.0503022	-0.00533055	0.00398108	-0.0831715	-0.0468095	0.0826869	0.0472129	0.0244056	-0.0224694
"HG03565"	"HG03565"	"male"	"SAME1839430"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03565"	0.0496507	0.0530723	-0.0114265	-0.0367049	-0.150737	0.0476754	-0.0212548	-0.0190863	-0.0234257	0.0949262
"HG03567"	"HG03567"	"female"	"SAME1839364"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03567"	0.0510343	0.0455307	-0.00403678	-0.0550412	-0.0727285	0.09806	0.168228	0.155287	0.0704508	0.0689358
"HG03572"	"HG03572"	"female"	"SAME1839463"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03572"	0.0514653	0.0760577	-0.00436909	-0.0356355	-0.155482	0.120212	0.173529	0.0686803	0.0478765	0.122972
"HG03577"	"HG03577"	"male"	"SAME1839242"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03577"	0.0490596	0.0408187	-0.0150822	-0.00965555	-0.079495	0.0728417	0.0612997	0.0122835	0.135437	0.0455609
"HG03584"	"HG03584"	"female"	"SAME1839290"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03584"	0.0487311	0.05456	-0.0010706	-0.0275292	-0.106492	0.159009	0.124279	0.0584494	0.0264267	-0.0713667
"NA06989"	"GM06989"	"female"	"SAME124760"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA06989"	-0.0456693	0.00607975	0.00670244	0.0124789	-0.00252918	0.0011261	0.0138985	-0.0161889	0.00225539	-0.00482865
"NA07000"	"GM07000"	"female"	"SAME124963"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA07000"	-0.0451004	-0.000320249	0.00101546	-0.00793531	0.00475279	-0.0141796	-0.015617	-0.0207968	0.0172749	0.000471663
"NA07037"	"GM07037"	"female"	"SAME122862"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA07037"	-0.046954	-0.00632736	-0.0171331	0.000267115	0.0076443	-0.00744681	-0.0145052	-0.00272742	0.00461543	0.00385748
"NA07048"	"GM07048"	"male"	"SAME124188"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA07048"	-0.0467865	0.00674631	-0.0164977	0.00153314	-0.0123079	0.0146974	-0.0176687	-0.0122147	0.0111808	0.00755722
"NA07349"	"GM07349"	"male"	"SAME123568"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA07349"	-0.0467134	0.00232585	-0.00256651	0.00648091	0.00644363	-0.0079976	0.00505586	-0.00332975	0.0163616	-0.0233626
"NA10837"	"GM10837"	"male"	"SAME124546"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA10837"	-0.046729	-0.00285643	-0.0224968	0.0196752	0.00477633	-0.0106268	-0.00235965	-0.00953786	0.0125773	-0.00751402
"NA10847"	"GM10847"	"female"	"SAME124757"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA10847"	-0.0474021	0.00828402	-0.00571311	0.0033202	-0.000926199	-0.0027747	-0.0163708	-0.00342972	-0.00896272	-0.0249728
"NA10856"	"GM10856"	"male"	"SAME124935"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA10856"	-0.0457902	0.00153094	0.00554854	0.00574086	0.00216883	-0.000117513	0.0167865	0.001043	0.0118013	0.0139039
"NA10860"	"GM10860"	"male"	"SAME125131"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA10860"	-0.046922	0.00269651	-0.00692042	0.00102582	0.00260031	0.000344944	0.0174019	0.0090465	-0.0113028	0.0251883
"NA11881"	"GM11881"	"male"	"SAME123209"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA11881"	-0.0465199	0.00728819	0.0288143	-0.00813521	0.0185655	0.00297669	-0.00106065	-0.0117606	-0.00603217	-0.00406348
"NA11933"	"GM11933"	"female"	"SAME125098"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA11933"	-0.0470834	-0.000478668	-0.0286297	0.00908256	0.00289857	-0.0137445	0.0190915	-0.00418215	-0.0127643	0.0128889
"NA12003"	"GM12003"	"male"	"SAME125142"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"	"NA12003"	-0.0477231	-0.00442178	-0.00737384	0.0190744	-0.00786005	0.00797398	0.00190797	0.00232796	-0.0111037	0.00254069
"NA12056"	"GM12056"	"male"	"SAME123414"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA12056"	-0.046031	0.0167482	0.0100727	0.00822008	-0.0143282	0.00360549	-0.0024261	0.00304518	0.015372	-0.00756686
"NA12156"	"GM12156"	"female"	"SAME124952"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA12156"	-0.0468776	-0.00281837	-0.0177189	0.00245065	-0.00416733	0.0033709	-0.0117495	0.0126899	0.0197331	-0.0177827
"NA12234"	"GM12234"	"female"	"SAME124003"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA12234"	-0.0473345	-0.0016358	-0.0159138	0.0151719	-0.00722416	0.00597488	-0.0116336	-0.000497065	0.000339995	-0.00882689
"NA12249"	"GM12249"	"female"	"SAME125371"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"	"NA12249"	-0.0454982	0.00148829	-0.00219889	0.00948012	0.00873736	0.0143478	0.00141541	0.016709	0.0170035	0.00119657
"NA12335"	"GM12335"	"male"	"SAME124097"	"CEU"	"CEPH"	"EUR"	"European Ancestry"	"CEU"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"NA12335"	-0.0455458	0.00025876	-0.0198794	-0.0122057	-0.010377	-0.00269018	-0.0118083	0.00701102	-0.0132854	0.0195067
