"V5"	"id"	"sig"	"V4"	"V1"	"V2"	"V3"	"med_fst"	"outlier"	"sig2"
"SRSF10"	8994	0	"ENSG00000188529"	"chr1"	23964804	23980927	0.0891906759090909	0	0
"SRSF11"	3015	0	"ENSG00000116754"	"chr1"	70205682	70253052	0.005823561	0	0
"SRSF2"	6485	9	"ENSG00000161547"	"chr17"	76734115	76737374	0.155575018181818	0	1
"SRSF3"	2615	12	"ENSG00000112081"	"chr6"	36594353	36605600	0.12112910625	0	1
"SRSF4"	2977	0	"ENSG00000116350"	"chr1"	29147743	29181987	0.0744256015789474	0	0
"SRSF5"	1575	0	"ENSG00000100650"	"chr14"	69726900	69772005	0.0869150617857143	0	0
"SRSF6"	3543	12	"ENSG00000124193"	"chr20"	43457928	43464247	0.215334111	0	1
"SRSF7"	2929	10	"ENSG00000115875"	"chr2"	38743599	38751494	0.158834026142857	0	1
"SRSF8"	10058	0	"ENSG00000263465"	"chr11"	95067197	95071224	0.0488568624761905	0	0
"SRSF9"	2583	12	"ENSG00000111786"	"chr12"	120461668	120469793	0.143967623195833	0	1
"SS18"	5109	12	"ENSG00000141380"	"chr18"	26016253	26091217	0.104968377777778	0	1
"SS18L1"	8670	12	"ENSG00000184402"	"chr20"	62143795	62182484	0.175393424545455	0	1
"SS18L2"	131	12	"ENSG00000008324"	"chr3"	42581840	42595114	0.09002664	0	1
"SSB"	4841	12	"ENSG00000138385"	"chr2"	169791933	169812064	0.0686541527181818	0	1
"SSBP1"	2133	0	"ENSG00000106028"	"chr7"	141738321	141787922	0.152050074058824	0	0
"SSBP2"	5465	12	"ENSG00000145687"	"chr5"	81413021	81751797	0.0586281854666667	0	1
"SSBP3"	6183	12	"ENSG00000157216"	"chr1"	54225432	54413479	0.201145788461538	0	1
"SSBP4"	3995	12	"ENSG00000130511"	"chr19"	18418864	18434562	0.147425880909091	0	1
"SSFA2"	4849	0	"ENSG00000138434"	"chr2"	181891833	181930738	0.1831225	0	0
"SSH1"	1082	0	"ENSG00000084112"	"chr12"	108778192	108857590	0.136219433666667	0	0
"SSH2"	5103	0	"ENSG00000141298"	"chr17"	29625938	29930276	0.09390757375	0	0
"SSNA1"	8101	8	"ENSG00000176101"	"chr9"	137188647	137190370	0.0361312079090909	0	1
"SSR1"	3601	12	"ENSG00000124783"	"chr6"	7268306	7347446	0.122368383027027	0	1
"SSR2"	6677	8	"ENSG00000163479"	"chr1"	156009048	156020959	0.14847834913875	0	1
"SSR3"	2822	12	"ENSG00000114850"	"chr3"	156540140	156555184	0.0318703007826087	0	1
"SSRP1"	5709	0	"ENSG00000149136"	"chr11"	57325985	57335877	0.0872282091666667	0	0
"SSSCA1"	7894	0	"ENSG00000173465"	"chr11"	65570430	65573942	0.0923527391666667	0	0
"SSTR2"	8404	0	"ENSG00000180616"	"chr17"	73165012	73176633	0.140838666857143	0	0
"SSTR3"	10148	12	"ENSG00000278195"	"chr22"	37204238	37212322	0.07299851575	0	1
"SSU72"	6364	12	"ENSG00000160075"	"chr1"	1541673	1574869	0.132376187785714	0	1
"SSX2IP"	3054	0	"ENSG00000117155"	"chr1"	84643707	84690803	0.103188205555556	0	0
"ST13"	1517	11	"ENSG00000100380"	"chr22"	40824535	40857022	0.18532855625	0	1
"ST20"	8424	0	"ENSG00000180953"	"chr15"	79898840	79923702	0.10765886925	0	0
"ST3GAL1"	135	0	"ENSG00000008513"	"chr8"	133454848	133571940	0.109191238064516	0	0
"ST3GAL2"	6190	0	"ENSG00000157350"	"chr16"	70375978	70439237	0.224794571428571	0	0
"ST3GAL3"	3723	12	"ENSG00000126091"	"chr1"	43705824	43931165	0.17412082	0	1
"ST3GAL4"	2446	8	"ENSG00000110080"	"chr11"	126355640	126440344	0.1120733	0	1
"ST3GAL5"	2896	11	"ENSG00000115525"	"chr2"	85837120	85905199	0.0333262213	0	1
"ST3GAL6"	586	0	"ENSG00000064225"	"chr3"	98732236	98821201	0.0578136585217391	0	0
"ST6GAL1"	840	12	"ENSG00000073849"	"chr3"	186930485	187078553	0.0728389559761905	0	1
"ST6GALNAC4"	4648	12	"ENSG00000136840"	"chr9"	127907886	127917038	0.107536266666667	0	1
"ST6GALNAC6"	6406	12	"ENSG00000160408"	"chr9"	127885321	127905408	0.172263248695652	0	1
"ST7"	44	12	"ENSG00000004866"	"chr7"	116953238	117230103	0.147673824166667	0	1
"ST7L"	113	0	"ENSG00000007341"	"chr1"	112523518	112620825	0.0961727788235294	0	0
"ST8SIA4"	2728	0	"ENSG00000113532"	"chr5"	100806935	100903266	0.10469467068	0	0
"STAG1"	3119	12	"ENSG00000118007"	"chr3"	136336233	136752403	0.1307601547	0	1
"STAG3"	669	12	"ENSG00000066923"	"chr7"	100177563	100221488	0.090556233	0	1
"STAM"	4633	0	"ENSG00000136738"	"chr10"	17644125	17715914	0.09108727248	0	0
"STAM2"	2848	0	"ENSG00000115145"	"chr2"	152116801	152175992	0.0915096788235294	0	0
"STAMBP"	3564	0	"ENSG00000124356"	"chr2"	73828916	73873659	0.19239642	0	0
"STAMBPL1"	4816	8	"ENSG00000138134"	"chr10"	88879734	88975153	0.193404934615385	0	1
"STAP1"	351	12	"ENSG00000035720"	"chr4"	67558728	67607337	0.17485626166129	0	1
"STAP2"	8242	0	"ENSG00000178078"	"chr19"	4324043	4342786	0.0396076800521739	0	0
"STARD10"	9770	0	"ENSG00000214530"	"chr11"	72754729	72794168	0.0602087205909091	0	0
"STARD13"	4255	12	"ENSG00000133121"	"chr13"	33103135	33350630	0.1303575789375	0	1
"STARD3"	4120	8	"ENSG00000131748"	"chr17"	39637065	39663484	0.163894577777778	0	1
"STARD3NL"	158	0	"ENSG00000010270"	"chr7"	38178222	38230671	0.109834702944444	0	0
"STARD4"	6826	12	"ENSG00000164211"	"chr5"	111496033	111512590	0.0545738648666667	0	1
"STARD7"	1079	8	"ENSG00000084090"	"chr2"	96184859	96208825	0.0540635745714286	0	1
"STARD9"	6329	0	"ENSG00000159433"	"chr15"	42575659	42720981	0.13269575	0	0
"STAT1"	2883	11	"ENSG00000115415"	"chr2"	190964358	191020960	0.0935467598125	0	1
"STAT2"	7618	9	"ENSG00000170581"	"chr12"	56341597	56360155	0.197956	0	1
"STAT3"	7391	8	"ENSG00000168610"	"chr17"	42313324	42388568	0.116926721875	0	1
"STAT4"	4837	12	"ENSG00000138378"	"chr2"	191029576	191151596	0.162210433111111	0	1
"STAT5A"	3747	12	"ENSG00000126561"	"chr17"	42287547	42311943	0.170526394	0	1
"STAT5B"	7920	12	"ENSG00000173757"	"chr17"	42199168	42276707	0.195259233	0	1
"STAT6"	7159	0	"ENSG00000166888"	"chr12"	57095408	57132139	0.0623556042352941	0	0
"STAU1"	3548	0	"ENSG00000124214"	"chr20"	49113339	49188367	0.0862763993373333	0	0
"STAU2"	375	0	"ENSG00000040341"	"chr8"	73420369	73747708	0.0925914373055556	0	0
"STC2"	2750	12	"ENSG00000113739"	"chr5"	173314713	173329503	0.1050194658	0	1
"STEAP1"	6883	12	"ENSG00000164647"	"chr7"	90154375	90164829	0.1087453125	0	1
"STEAP3"	2842	12	"ENSG00000115107"	"chr2"	119223831	119265652	0.0756118250263158	0	1
"STIL"	3500	12	"ENSG00000123473"	"chr1"	47250139	47314147	0.122347951111111	0	1
"STIM1"	7212	10	"ENSG00000167323"	"chr11"	3854527	4093210	0.0910052705	0	1
"STIM2"	2413	0	"ENSG00000109689"	"chr4"	26857678	27025381	0.0817868615454545	0	0
"STIP1"	7376	0	"ENSG00000168439"	"chr11"	64185272	64204543	0.0967307610526316	0	0
"STK10"	818	0	"ENSG00000072786"	"chr5"	172042073	172188386	0.202811098545455	0	0
"STK11"	3120	8	"ENSG00000118046"	"chr19"	1177558	1228435	0.0550583935294118	0	1
"STK11IP"	5396	0	"ENSG00000144589"	"chr2"	219597860	219616451	0.129901366666667	0	0
"STK16"	2909	0	"ENSG00000115661"	"chr2"	219245455	219250337	0.0940134042368421	0	0
"STK17A"	6869	12	"ENSG00000164543"	"chr7"	43582758	43626786	0.08451810625	0	1
"STK17B"	1019	11	"ENSG00000081320"	"chr2"	196133566	196176503	0.0872040058823529	0	1
"STK25"	2913	0	"ENSG00000115694"	"chr2"	241492674	241509730	0.0778186483333333	0	0
"STK3"	1929	8	"ENSG00000104375"	"chr8"	98401403	98942827	0.10858786	0	1
"STK32C"	7017	0	"ENSG00000165752"	"chr10"	132207492	132331847	0.0209753422727273	0	0
"STK33"	3987	0	"ENSG00000130413"	"chr11"	8391868	8594289	0.0626957981818182	0	0
"STK35"	3686	0	"ENSG00000125834"	"chr20"	2101611	2177038	0.0978361270555556	0	0
"STK36"	6679	0	"ENSG00000163482"	"chr2"	218672026	218702716	0.198493963684211	0	0
"STK38"	2614	0	"ENSG00000112079"	"chr6"	36493892	36547470	0.160410178571429	0	0
"STK38L"	9676	12	"ENSG00000211455"	"chr12"	27243968	27325959	0.11233305375	0	1
"STK4"	1633	12	"ENSG00000101109"	"chr20"	44966474	45079959	0.0980020133333333	0	1
"STK40"	9076	8	"ENSG00000196182"	"chr1"	36339624	36385896	0.0851502038461538	0	1
"STMN1"	3099	0	"ENSG00000117632"	"chr1"	25884181	25906991	0.145230130769231	0	0
"STMN3"	9249	0	"ENSG00000197457"	"chr20"	63639705	63657682	0.0715053487096774	0	0
"STOM"	5638	12	"ENSG00000148175"	"chr9"	121338988	121370304	0.0397083972631579	0	1
"STOML1"	680	0	"ENSG00000067221"	"chr15"	73978923	73994622	0.046817113	0	0
"STOML2"	6961	12	"ENSG00000165283"	"chr9"	35099776	35103195	0.0958302909090909	0	1
"STRADA"	10073	0	"ENSG00000266173"	"chr17"	63682336	63741986	0.21689394125	0	0
"STRADB"	1031	12	"ENSG00000082146"	"chr2"	201387858	201480846	0.114719062272727	0	1
"STRAP"	274	0	"ENSG00000023734"	"chr12"	15882391	15903478	0.230571478571429	0	0
"STRBP"	6950	12	"ENSG00000165209"	"chr9"	123109500	123268576	0.160609099307692	0	1
"STRIP1"	5228	0	"ENSG00000143093"	"chr1"	110031577	110074641	0.1583954	0	0
"STRIP2"	3863	8	"ENSG00000128578"	"chr7"	129434433	129488399	0.12747598	0	1
"STRN"	2922	12	"ENSG00000115808"	"chr2"	36843640	36966472	0.10947558	0	1
"STRN3"	9162	0	"ENSG00000196792"	"chr14"	30893799	31026401	0.104067214941176	0	0
"STRN4"	1258	8	"ENSG00000090372"	"chr19"	46719507	46746994	0.099728514375	0	1
"STT3A"	4408	0	"ENSG00000134910"	"chr11"	125591712	125625215	0.0907062228	0	0
"STT3B"	6686	0	"ENSG00000163527"	"chr3"	31532638	31637622	0.094400099445	0	0
"STUB1"	1850	12	"ENSG00000103266"	"chr16"	680224	682870	0.0457608116666667	0	1
"STX10"	1988	0	"ENSG00000104915"	"chr19"	13144058	13150383	0.0880229530666667	0	0
"STX11"	4488	8	"ENSG00000135604"	"chr6"	144150526	144188370	0.187163619230769	0	1
"STX12"	3110	0	"ENSG00000117758"	"chr1"	27773183	27824452	0.179441909090909	0	0
"STX16"	3550	0	"ENSG00000124222"	"chr20"	58651253	58679526	0.0946339232666667	0	0
"STX17"	4654	0	"ENSG00000136874"	"chr9"	99906633	99970341	0.0864790692857143	0	0
"STX18"	7418	0	"ENSG00000168818"	"chr4"	4415742	4542346	0.1185719225	0	0
"STX2"	2544	0	"ENSG00000111450"	"chr12"	130789600	130839266	0.0898189344383562	0	0
"STX4"	1874	0	"ENSG00000103496"	"chr16"	31032889	31042975	0.161523743571429	0	0
"STX5"	6523	12	"ENSG00000162236"	"chr11"	62806897	62832088	0.0628889375	0	1
"STX6"	4514	0	"ENSG00000135823"	"chr1"	180972712	181023121	0.127195557142857	0	0
"STX7"	990	11	"ENSG00000079950"	"chr6"	132445867	132513198	0.0869251424528302	0	1
"STX8"	7589	9	"ENSG00000170310"	"chr17"	9250471	9576591	0.170525916666667	0	1
"STXBP2"	916	0	"ENSG00000076944"	"chr19"	7636881	7647873	0.125957927777778	0	0
"STXBP3"	2973	0	"ENSG00000116266"	"chr1"	108746674	108809526	0.0348649692944444	0	0
"STXBP4"	7080	0	"ENSG00000166263"	"chr17"	54968727	55173632	0.067221639775	0	0
"STXBP5"	6867	12	"ENSG00000164506"	"chr6"	147204425	147390476	0.11871175	0	1
"STYX"	9359	0	"ENSG00000198252"	"chr14"	52730180	52774998	0.069651509047619	0	0
"STYXL1"	3829	11	"ENSG00000127952"	"chr7"	75996338	76048004	0.148555257	0	1
"SUB1"	2720	0	"ENSG00000113387"	"chr5"	32531633	32604079	0.0938247834423077	0	0
"SUCLA2"	4564	0	"ENSG00000136143"	"chr13"	47936491	48001354	0.0871618416	0	0
"SUCLG1"	6690	12	"ENSG00000163541"	"chr2"	84423523	84460045	0.222909247368421	0	1
"SUCLG2"	7796	8	"ENSG00000172340"	"chr3"	67360460	67654614	0.0558497964	0	1
"SUCO"	1345	0	"ENSG00000094975"	"chr1"	172532349	172611833	0.107320882619048	0	0
"SUDS3"	2572	0	"ENSG00000111707"	"chr12"	118376380	118418031	0.135316718058824	0	0
"SUFU"	2263	0	"ENSG00000107882"	"chr10"	102503987	102633535	0.115573063636364	0	0
"SUGP1"	2091	0	"ENSG00000105705"	"chr19"	19276018	19320844	0.11481267	0	0
"SUGP2"	594	12	"ENSG00000064607"	"chr19"	18990888	19034023	0.081676908	0	1
"SUGT1"	6972	8	"ENSG00000165416"	"chr13"	52652709	52700909	0.09505355	0	1
"SULF2"	9130	0	"ENSG00000196562"	"chr20"	47656348	47786616	0.0826875324242424	0	0
"SUMF1"	5382	0	"ENSG00000144455"	"chr3"	3700814	4467281	0.0672856593095238	0	0
"SUMF2"	3900	0	"ENSG00000129103"	"chr7"	56064002	56080670	0.0382260755555556	0	0
"SUMO1"	2948	8	"ENSG00000116030"	"chr2"	202206180	202238608	0.115118582352941	0	1
"SUMO2"	8999	9	"ENSG00000188612"	"chr17"	75165586	75182983	0.1668003625	0	1
"SUMO3"	8711	0	"ENSG00000184900"	"chr21"	44805617	44818779	0.166596534468085	0	0
"SUN1"	6904	8	"ENSG00000164828"	"chr7"	816615	896435	0.0893117956521739	0	1
"SUN2"	1475	12	"ENSG00000100242"	"chr22"	38734725	38794143	0.114460883333333	0	1
"SUOX"	4954	0	"ENSG00000139531"	"chr12"	55997180	56006641	0.132245625	0	0
"SUPT16H"	1312	12	"ENSG00000092201"	"chr14"	21351472	21384266	0.137860925833333	0	1
"SUPT20H"	1778	0	"ENSG00000102710"	"chr13"	37009312	37059713	0.2306300625	0	0
"SUPT4H1"	9699	0	"ENSG00000213246"	"chr17"	58345175	58353093	0.0263856448	0	0
"SUPT5H"	9084	0	"ENSG00000196235"	"chr19"	39436156	39476670	0.161102151935484	0	0
"SUPT6H"	2380	7	"ENSG00000109111"	"chr17"	28662091	28702684	0.0337616	0	1
"SUPT7L"	3241	0	"ENSG00000119760"	"chr2"	27650812	27663840	0.180939583333333	0	0
"SUPV3L1"	6131	0	"ENSG00000156502"	"chr10"	69180232	69209099	0.188962565294118	0	0
"SURF1"	5645	0	"ENSG00000148290"	"chr9"	133351755	133356676	0.127114521263158	0	0
"SURF2"	5646	8	"ENSG00000148291"	"chr9"	133356552	133361169	0.127114521263158	0	1
"SURF4"	5644	8	"ENSG00000148248"	"chr9"	133361449	133376166	0.1017694122	0	1
"SURF6"	5647	0	"ENSG00000148296"	"chr9"	133328774	133336398	0.144757145714286	0	0
"SUSD1"	2203	8	"ENSG00000106868"	"chr9"	112040785	112175408	0.139154126106383	0	1
"SUSD3"	6187	0	"ENSG00000157303"	"chr9"	93058688	93085138	0.052101215	0	0
"SUSD6"	1574	0	"ENSG00000100647"	"chr14"	69611596	69715142	0.221347807142857	0	0
"SUV39H2"	5902	0	"ENSG00000152455"	"chr10"	14878820	14904315	0.06048397	0	0
"SUZ12"	8281	8	"ENSG00000178691"	"chr17"	31937018	32001045	0.132640841176471	0	1
"SV2A"	6304	0	"ENSG00000159164"	"chr1"	149903318	149917882	0.115233275	0	0
"SVBP"	8225	12	"ENSG00000177868"	"chr1"	42807052	42817252	0.0696870904166667	0	1
"SVIL"	9231	0	"ENSG00000197321"	"chr10"	29457338	29736781	0.0496986915269231	0	0
"SVIP"	9346	9	"ENSG00000198168"	"chr11"	22813799	22830299	0.114308812272727	0	1
"SWAP70"	4297	12	"ENSG00000133789"	"chr11"	9664077	9752991	0.177312642307692	0	1
"SWI5"	8087	0	"ENSG00000175854"	"chr9"	128275379	128288990	0.161888157777778	0	0
"SWSAP1"	7937	0	"ENSG00000173928"	"chr19"	11374685	11376951	0.13237748	0	0
"SYF2"	3095	0	"ENSG00000117614"	"chr1"	25222679	25232502	0.171658117647059	0	0
"SYK"	6934	9	"ENSG00000165025"	"chr9"	90801787	90898549	0.108040390731707	0	1
"SYMPK"	3676	10	"ENSG00000125755"	"chr19"	45815410	45863290	0.0479247528466667	0	1
"SYNCRIP"	4451	0	"ENSG00000135316"	"chr6"	85607785	85643792	0.218254658333333	0	0
"SYNE1"	4058	8	"ENSG00000131018"	"chr6"	152121684	152637801	0.102119341666667	0	1
"SYNE2"	486	0	"ENSG00000054654"	"chr14"	63852983	64226433	0.127590136315789	0	0
"SYNE3"	8126	0	"ENSG00000176438"	"chr14"	95407266	95475836	0.0827275371142857	0	0
"SYNGAP1"	9226	12	"ENSG00000197283"	"chr6"	33419661	33457541	0.105340675	0	1
"SYNGR1"	1497	0	"ENSG00000100321"	"chr22"	39349925	39385588	0.181920972857143	0	0
"SYNGR2"	2337	9	"ENSG00000108639"	"chr17"	78168558	78173527	0.107401577142857	0	1
"SYNGR3"	3806	8	"ENSG00000127561"	"chr16"	1989660	1994275	0.1313308575	0	1
"SYNJ1"	6296	0	"ENSG00000159082"	"chr21"	32628759	32728048	0.0383523446428571	0	0
"SYNJ2"	951	0	"ENSG00000078269"	"chr6"	157981887	158099176	0.0802421164545455	0	0
"SYNJ2BP"	9710	0	"ENSG00000213463"	"chr14"	70366496	70417061	0.115249747692308	0	0
"SYNPO"	7760	0	"ENSG00000171992"	"chr5"	150601080	150659220	0.107844366071429	0	0
"SYNRG"	10116	12	"ENSG00000275066"	"chr17"	37514797	37609496	0.136086351666667	0	1
"SYPL1"	128	0	"ENSG00000008282"	"chr7"	106090503	106112576	0.148766745882353	0	0
"SYS1"	9524	0	"ENSG00000204070"	"chr20"	45361937	45376798	0.0568996865217391	0	0
"SYT11"	4214	0	"ENSG00000132718"	"chr1"	155859509	155885199	0.133908168095238	0	0
"SYT17"	1880	0	"ENSG00000103528"	"chr16"	19167971	19268334	0.196454241176471	0	0
"SYTL1"	5214	12	"ENSG00000142765"	"chr1"	27342020	27353937	0.16017798	0	1
"SYTL3"	6888	12	"ENSG00000164674"	"chr6"	158650014	158764876	0.0461195153758621	0	1
"SYVN1"	6526	12	"ENSG00000162298"	"chr11"	65121780	65134533	0.1237701125	0	1
"SZRD1"	491	0	"ENSG00000055070"	"chr1"	16352575	16398145	0.0638872177777778	0	0
"SZT2"	9353	0	"ENSG00000198198"	"chr1"	43389882	43454247	0.0848262228571429	0	0
"TAB1"	1498	12	"ENSG00000100324"	"chr22"	39399741	39437060	0.140228995806452	0	1
"TAB2"	495	0	"ENSG00000055208"	"chr6"	149218641	149411613	0.100547615714286	0	0
"TACC1"	5599	11	"ENSG00000147526"	"chr8"	38728186	38853028	0.0425954585714286	0	1
"TACC3"	221	12	"ENSG00000013810"	"chr4"	1721490	1745176	0.0867766488679245	0	1
"TACO1"	4602	0	"ENSG00000136463"	"chr17"	63600872	63608365	0.112025344909091	0	0
"TADA1"	5893	8	"ENSG00000152382"	"chr1"	166856510	166876327	0.057135931	0	1
"TADA2A"	10135	11	"ENSG00000276234"	"chr17"	37406874	37479730	0.0597184198	0	1
"TADA2B"	7853	0	"ENSG00000173011"	"chr4"	7041899	7057952	0.1294251496	0	0
"TADA3"	7670	8	"ENSG00000171148"	"chr3"	9779860	9793011	0.101078827761905	0	1
"TAF10"	7089	0	"ENSG00000166337"	"chr11"	6606296	6612667	0.13635177845	0	0
"TAF11"	607	12	"ENSG00000064995"	"chr6"	34877778	34888089	0.130356886666667	0	1
"TAF12"	3303	11	"ENSG00000120656"	"chr1"	28589323	28643085	0.16142323	0	1
"TAF13"	9286	0	"ENSG00000197780"	"chr1"	109062486	109076002	0.067751655875	0	0
"TAF15"	10091	4	"ENSG00000270647"	"chr17"	35713791	35864615	0.089200600625	0	1
"TAF1A"	5289	0	"ENSG00000143498"	"chr1"	222557902	222589933	0.0395595720357143	0	0
"TAF1B"	2915	12	"ENSG00000115750"	"chr2"	9843354	9934416	0.0638967673448276	0	1
"TAF1C"	1833	0	"ENSG00000103168"	"chr16"	84177847	84187070	0.120012432105263	0	0
"TAF1D"	7043	0	"ENSG00000166012"	"chr11"	93729948	93784391	0.176952681774194	0	0
"TAF2"	587	0	"ENSG00000064313"	"chr8"	119730775	119832863	0.0876358110344828	0	0
"TAF3"	6995	8	"ENSG00000165632"	"chr10"	7818504	8016627	0.0638812011166667	0	1
"TAF4"	4012	0	"ENSG00000130699"	"chr20"	61953469	62065810	0.105140284615385	0	0
"TAF4B"	5110	12	"ENSG00000141384"	"chr18"	26225936	26391685	0.109424115789474	0	1
"TAF5"	5690	0	"ENSG00000148835"	"chr10"	103367967	103389065	0.1927973	0	0
"TAF5L"	4512	0	"ENSG00000135801"	"chr1"	229593111	229626047	0.0694547005	0	0
"TAF6L"	6521	0	"ENSG00000162227"	"chr11"	62771303	62787342	0.184037	0	0
"TAF7"	8296	0	"ENSG00000178913"	"chr5"	141260225	141320821	0.065235268	0	0
"TAF8"	4727	0	"ENSG00000137413"	"chr6"	42050513	42087461	0.0970270046153846	0	0
"TAF9"	10108	8	"ENSG00000273841"	"chr5"	69364743	69370013	0.141405333333333	0	1
"TAGAP"	6891	12	"ENSG00000164691"	"chr6"	159034468	159045152	0.137400137846154	0	1
"TAGLN2"	6273	12	"ENSG00000158710"	"chr1"	159918107	159925732	0.126229850555556	0	1
"TALDO1"	8172	12	"ENSG00000177156"	"chr11"	747329	765024	0.127329123529412	0	1
"TAMM41"	5390	0	"ENSG00000144559"	"chr3"	11790442	11846919	0.0848093686206897	0	0
"TANGO2"	8609	0	"ENSG00000183597"	"chr22"	20017014	20065926	0.133729736071429	0	0
"TANGO6"	1820	0	"ENSG00000103047"	"chr16"	68843604	69085180	0.083586989	0	0
"TANK"	4615	0	"ENSG00000136560"	"chr2"	161136908	161236221	0.171928104444444	0	0
"TAOK1"	6412	10	"ENSG00000160551"	"chr17"	29390464	29551904	0.125668419266667	0	1
"TAOK2"	5765	0	"ENSG00000149930"	"chr16"	29973641	29992261	0.089617015625	0	0
"TAOK3"	4429	12	"ENSG00000135090"	"chr12"	118149801	118372945	0.110304682125	0	1
"TAP1"	7368	0	"ENSG00000168394"	"chr6"	32845209	32853978	0.0520148271315789	0	0
"TAP2"	9550	8	"ENSG00000204267"	"chr6"	32821833	32838780	0.0354188120095238	0	1
"TAPBP"	9866	12	"ENSG00000231925"	"chr6"	33299694	33314387	0.101150018125	0	1
"TAPBPL"	4926	0	"ENSG00000139192"	"chr12"	6451690	6466517	0.128097582820513	0	0
"TAPT1"	7534	0	"ENSG00000169762"	"chr4"	16160505	16227410	0.0866354220322581	0	0
"TARBP1"	534	12	"ENSG00000059588"	"chr1"	234391313	234479103	0.0922849190212766	0	1
"TARBP2"	4955	12	"ENSG00000139546"	"chr12"	53500921	53506431	0.0710413	0	1
"TARDBP"	3342	0	"ENSG00000120948"	"chr1"	11012344	11026420	0.111568478351818	0	0
"TARS"	2722	0	"ENSG00000113407"	"chr5"	33440696	33469539	0.138304737181818	0	0
"TARS2"	5267	0	"ENSG00000143374"	"chr1"	150487364	150507609	0.0766770567741935	0	0
"TARSL2"	8772	12	"ENSG00000185418"	"chr15"	101653598	101724604	0.082394591	0	1
"TAS2R14"	9680	11	"ENSG00000212127"	"chr12"	10937406	11171573	0.132836889326531	0	1
"TASP1"	1216	0	"ENSG00000089123"	"chr20"	13389392	13638940	0.175835285714286	0	0
"TATDN1"	5614	0	"ENSG00000147687"	"chr8"	124488485	124539458	0.100924405238095	0	0
"TATDN2"	6172	0	"ENSG00000157014"	"chr3"	10248023	10281218	0.161228695424242	0	0
"TATDN3"	9513	0	"ENSG00000203705"	"chr1"	212791828	212816626	0.0934504130434783	0	0
"TAX1BP1"	2135	0	"ENSG00000106052"	"chr7"	27739331	27844564	0.0947087161481481	0	0
"TAX1BP3"	9744	0	"ENSG00000213977"	"chr17"	3662896	3668682	0.109635866666667	0	0
"TBC1D1"	639	0	"ENSG00000065882"	"chr4"	37891087	38139175	0.111450224444444	0	0
"TBC1D10A"	1426	0	"ENSG00000099992"	"chr22"	30291990	30327046	0.0569042608333333	0	0
"TBC1D10B"	7477	0	"ENSG00000169221"	"chr16"	30357102	30370264	0.149746036363636	0	0
"TBC1D10C"	8055	0	"ENSG00000175463"	"chr11"	67403915	67410089	0.1555486	0	0
"TBC1D12"	2291	10	"ENSG00000108239"	"chr10"	94402504	94535930	0.054887267	0	1
"TBC1D13"	2209	0	"ENSG00000107021"	"chr9"	128787204	128810432	0.0253239214285714	0	0
"TBC1D15"	3382	0	"ENSG00000121749"	"chr12"	71839707	71927248	0.078937696	0	0
"TBC1D17"	1991	12	"ENSG00000104946"	"chr19"	49877425	49888749	0.0829990165833333	0	1
"TBC1D20"	3697	0	"ENSG00000125875"	"chr20"	435480	462553	0.115377168315789	0	0
"TBC1D22A"	485	0	"ENSG00000054611"	"chr22"	46762617	47175699	0.103138024615385	0	0
"TBC1D22B"	626	0	"ENSG00000065491"	"chr6"	37257772	37332970	0.121629936	0	0
"TBC1D23"	353	0	"ENSG00000036054"	"chr3"	100261000	100325251	0.13426330926087	0	0
"TBC1D24"	6511	0	"ENSG00000162065"	"chr16"	2475051	2509560	0.275342	1	0
"TBC1D2B"	7199	0	"ENSG00000167202"	"chr15"	77984036	78077724	0.111629641875	0	0
"TBC1D31"	6152	0	"ENSG00000156787"	"chr8"	123041968	123152153	0.0793443975	0	0
"TBC1D32"	5520	0	"ENSG00000146350"	"chr6"	121079494	121334745	0.122055336363636	0	0
"TBC1D4"	4562	11	"ENSG00000136111"	"chr13"	75284665	75482114	0.09789322184	0	1
"TBC1D5"	4089	0	"ENSG00000131374"	"chr3"	17157162	18444817	0.0563973378333333	0	0
"TBC1D7"	5494	0	"ENSG00000145979"	"chr6"	13266542	13328583	0.0790609110714286	0	0
"TBC1D9"	2396	0	"ENSG00000109436"	"chr4"	140620765	140756120	0.196041341	0	0
"TBC1D9B"	9220	12	"ENSG00000197226"	"chr5"	179862066	179907859	0.112322086368421	0	1
"TBCA"	7714	5	"ENSG00000171530"	"chr5"	77691166	77868780	0.211752118333333	0	1
"TBCB"	2030	8	"ENSG00000105254"	"chr19"	36114289	36125947	0.07725382	0	1
"TBCC"	3591	0	"ENSG00000124659"	"chr6"	42744481	42746096	0.04318324486	0	0
"TBCCD1"	2758	0	"ENSG00000113838"	"chr3"	186546073	186570543	0.17977943375	0	0
"TBCD"	5134	12	"ENSG00000141556"	"chr17"	82752064	82945922	0.05873584896875	0	1
"TBCE"	3035	8	"ENSG00000116957"	"chr1"	235367360	235448968	0.202071068297872	0	1
"TBCEL"	5990	0	"ENSG00000154114"	"chr11"	121024072	121090775	0.0268785214736842	0	0
"TBCK"	5444	12	"ENSG00000145348"	"chr4"	106041599	106321495	0.053892486	0	1
"TBK1"	8624	8	"ENSG00000183735"	"chr12"	64451880	64502108	0.0779560018181818	0	1
"TBL1XR1"	8198	12	"ENSG00000177565"	"chr3"	177019340	177228000	0.114259874153846	0	1
"TBL2"	2187	0	"ENSG00000106638"	"chr7"	73568932	73578791	0.0410481117272727	0	0
